x,actual_cdf,predicted_cdf
0,0.0,0.02539741500051218
1,0.0,0.028522329800563493
2,0.0,0.032074298523937096
3,0.0,0.036108055605651425
4,0.0,0.040684193130093554
5,0.0002,0.04586944018486558
6,0.0006,0.05173684069772759
7,0.0021,0.05836578618142822
8,0.00425,0.06584185065438707
9,0.0099,0.07425636577701096
10,0.01795,0.08370566587202384
11,0.02835,0.09428992635214854
12,0.04355,0.10611151703622991
13,0.06125,0.11927279628815203
14,0.08285,0.13387328567700404
15,0.1073,0.1500061909154526
16,0.13555,0.16775427586567276
17,0.164,0.1871851540577433
18,0.1964,0.20834613610145347
19,0.23015,0.23125885817019287
20,0.26545,0.2559140089364418
21,0.29935,0.2822665579807932
22,0.33715,0.31023195181692403
23,0.37375,0.33968376618555524
24,0.40925,0.37045326835804093
25,0.44505,0.4023312398812959
26,0.47995,0.43507223809211837
27,0.51175,0.4684012473834939
28,0.5444,0.5020224165028475
29,0.5725,0.5356293346482742
30,0.6012,0.5689161084846327
31,0.6288,0.6015883995870447
32,0.65495,0.6333735869416274
33,0.6803,0.6640293309964179
34,0.7043,0.6933500129301206
35,0.72445,0.7211707691212992
36,0.74565,0.7473690944736623
37,0.76425,0.7718642114586064
38,0.78145,0.7946145678248746
39,0.7979,0.8156139227053002
40,0.8134,0.8348865098723145
41,0.82785,0.8524817398760576
42,0.8409,0.8684688368513594
43,0.85285,0.8829317189142688
44,0.86455,0.89596433893438
45,0.8739,0.9076666166143221
46,0.88315,0.9181410202874278
47,0.89315,0.9274898007487329
48,0.9008,0.9358128398768149
49,0.9081,0.9432060520028701
50,0.915,0.9497602632048142
51,0.9218,0.9555604899639278
52,0.92775,0.9606855411356224
53,0.93325,0.9652078736072741
54,0.93795,0.9691936405167383
55,0.9426,0.9727028801595962
56,0.94705,0.9757898028297609
57,0.95055,0.9785031412704951
58,0.9543,0.9808865378719197
59,0.9579,0.9829789481270402
60,0.96235,0.9848150451585862
61,0.9654,0.9864256144308055
62,0.9679,0.9878379311771622
63,0.9703,0.9890761157334284
64,0.97255,0.9901614639917874
65,0.97465,0.9911127517017647
66,0.9765,0.9919465124412198
67,0.9786,0.992677289853481
68,0.9799,0.993317865268605
69,0.9814,0.9938794621578354
70,0.98265,0.9943719290589115
71,0.98395,0.9948039026941231
72,0.98505,0.995182953012664
73,0.9859,0.9955157118468002
74,0.9867,0.9958079867949903
75,0.98805,0.9960648618473367
76,0.98895,0.9962907861591667
77,0.99005,0.9964896522640022
78,0.99095,0.9966648649025627
79,0.9916,0.9968194015330425
80,0.9925,0.9969558654818858
81,0.9931,0.9970765325949809
82,0.99375,0.9971833921572852
83,0.99435,0.9972781827646433
84,0.99475,0.9973624237549356
85,0.9953,0.9974374427364243
86,0.9956,0.9975043996888686
87,0.99585,0.997564308057207
88,0.9961,0.9976180532078307
89,0.99645,0.9976664085732138
90,0.9967,0.9977100497713737
91,0.997,0.9977495669518733
92,0.99725,0.9977854755893437
93,0.99745,0.997818225918388
94,0.99765,0.9978482111798549
95,0.99785,0.9978757748274334
96,0.99795,0.9979012168250534
97,0.9981,0.9979247991493349
98,0.9982,0.9979467505970867
99,0.99825,0.9979672709853583
100,1.0,0.9979865348205927
