x,actual_cdf,predicted_cdf
0,0.0038,0.018564468835366943
1,0.0044,0.017439669846324946
2,0.0048,0.016396998366809246
3,0.0058,0.0154428662877929
4,0.0066,0.014583588504293699
5,0.0074,0.013825372044029782
6,0.0082,0.013174305527692165
7,0.0086,0.012636348994240598
8,0.0096,0.012217324122600737
9,0.0102,0.011922904878927387
10,0.0114,0.011758608616271982
11,0.012,0.01172978765103222
12,0.0132,0.011841621338020025
13,0.015,0.012099108663346347
14,0.0166,0.012507061371654804
15,0.0182,0.013070097641505019
16,0.019,0.013792636319984675
17,0.0204,0.014678891724906828
18,0.0212,0.015732869020236073
19,0.0226,0.01695836016774832
20,0.0246,0.018358940455318162
21,0.0262,0.019937965599716112
22,0.028,0.021698569419373204
23,0.0292,0.02364366207024149
24,0.0318,0.02577592883568508
25,0.0342,0.028097829459254653
26,0.0374,0.03061159800726443
27,0.0402,0.033319243246297314
28,0.042,0.036222549519125236
29,0.0454,0.0393230781010403
30,0.048,0.042622169017274336
31,0.0502,0.046120943301005024
32,0.0538,0.04982030567045109
33,0.0566,0.053720947602702684
34,0.0604,0.05782335078124107
35,0.0648,0.06212779089356424
36,0.0688,0.06663434175494048
37,0.0732,0.07134287973406306
38,0.0776,0.07625308845626674
39,0.0816,0.0813644637599805
40,0.0866,0.08667631888222599
41,0.09,0.09218778984923437
42,0.0944,0.09789784104859289
43,0.0998,0.103805270959797
44,0.1052,0.10990871802062577
45,0.111,0.1162066666073705
46,0.1178,0.12269745310764374
47,0.1268,0.1293792720652423
48,0.1342,0.136250182377349
49,0.1414,0.14330811352519898
50,0.1468,0.15055087182023227
51,0.1532,0.15797614664865703
52,0.1614,0.16558151669829632
53,0.17,0.17336445615253476
54,0.1768,0.18132234083714274
55,0.1852,0.18945245430671626
56,0.1958,0.19775199385842868
57,0.206,0.20621807646174342
58,0.2136,0.21484774459366493
59,0.2206,0.22363797197002522
60,0.2292,0.23258566916421478
61,0.2398,0.2416876891056124
62,0.2508,0.2509408324508404
63,0.2604,0.26034185282177424
64,0.2694,0.26988746190501717
65,0.2812,0.27957433440831514
66,0.2892,0.28939911287008957
67,0.3006,0.29935841231895266
68,0.3098,0.3094488247807161
69,0.3192,0.31966692363101074
70,0.3296,0.33000926779220335
71,0.3406,0.34047240577383814
72,0.3502,0.3510528795563249
73,0.3614,0.36174722831806116
74,0.3746,0.3725519920066046
75,0.3858,0.38346371475490504
76,0.397,0.3944789481439723
77,0.4064,0.405594254313676
78,0.4152,0.416806208923686
79,0.4282,0.42811140396681957
80,0.4418,0.43950645043730796
81,0.4504,0.4509879808567107
82,0.4644,0.46255265166039305
83,0.4756,0.47419714544764563
84,0.488,0.4859181730986666
85,0.5004,0.49771247576175337
86,0.5104,0.5095768267141407
87,0.5246,0.5215080331000134
88,0.535,0.5335029375492779
89,0.545,0.5455584196807317
90,0.5566,0.5576713974932956
91,0.5696,0.5698388286489995
92,0.5826,0.5820577116514103
93,0.5942,0.594325086923198
94,0.6068,0.6066380377865042
95,0.6174,0.6189936913497658
96,0.6298,0.6313892193046047
97,0.64,0.6438218386363561
98,0.651,0.6562888122517594
99,0.665,0.6687874495272799
100,1.0,0.6813151067814678
