x,actual_cdf,predicted_cdf
0,0.0032,0.0
1,0.0118,0.0
2,0.0238,0.0053057994472350545
3,0.0382,0.0217594319679858
4,0.0486,0.03818851728679684
5,0.0662,0.05458801691977075
6,0.079,0.0709529142366995
7,0.0924,0.08727822097447702
8,0.108,0.10355898369004074
9,0.12,0.11979029013419484
10,0.134,0.1359672755280328
11,0.1506,0.1520851287241374
12,0.1646,0.168139098235282
13,0.1774,0.18412449811399034
14,0.1952,0.20003671366702572
15,0.2112,0.21587120698966333
16,0.2252,0.23162352230545893
17,0.239,0.2472892910981434
18,0.2534,0.26286423702324146
19,0.2682,0.27834418058804056
20,0.282,0.29372504358959006
21,0.298,0.30900285330151356
22,0.312,0.32417374640152957
23,0.3274,0.3392339726327217
24,0.3394,0.35417989819274487
25,0.3544,0.369008008846307
26,0.3724,0.38371491275741293
27,0.3902,0.3982973430389971
28,0.4022,0.41275216001868364
29,0.417,0.4270763532205158
30,0.434,0.4412670430635511
31,0.4478,0.4553214822792526
32,0.4638,0.4692370570505915
33,0.4796,0.48301128787671843
34,0.4956,0.49664183016795027
35,0.5098,0.5101264745766605
36,0.5256,0.523463147070445
37,0.5366,0.5366499087546515
38,0.5488,0.5496849554520364
39,0.5644,0.5625666170479053
40,0.5756,0.5752933566096328
41,0.5892,0.587863769289945
42,0.6002,0.6002765810237423
43,0.6116,0.6125306470286122
44,0.6216,0.6246249501194526
45,0.6354,0.6365585988478715
46,0.6486,0.6483308254771885
47,0.6588,0.6599409838039851
48,0.6702,0.6713885468372125
49,0.6812,0.6826731043458674
50,0.692,0.6937943602862195
51,0.705,0.7047521301194748
52,0.7158,0.7155463380306448
53,0.7272,0.7261770140592114
54,0.7366,0.7366442911519846
55,0.7488,0.7469484021483016
56,0.7616,0.7570896767074574
57,0.774,0.7670685381879556
58,0.7836,0.7768855004878552
59,0.7926,0.7865411648551496
60,0.8012,0.7960362166767511
61,0.8094,0.8053714222542978
62,0.8206,0.8145476255746016
63,0.8292,0.8235657450821796
64,0.8378,0.8324267704608992
65,0.8454,0.8411317594313804
66,0.8538,0.8496818345703825
67,0.863,0.858078180158009
68,0.8704,0.8663220390581583
69,0.8786,0.8744147096372551
70,0.8858,0.882357542725903
71,0.8932,0.8901519386277196
72,0.9006,0.8977993441792387
73,0.9076,0.9053012498643961
74,0.917,0.9126591869867678
75,0.9238,0.9198747249023828
76,0.9314,0.9269494683155941
77,0.9376,0.9338850546401981
78,0.942,0.9406831514276542
79,0.9456,0.9473454538639992
80,0.949,0.9538736823367513
81,0.9544,0.9602695800728485
82,0.9586,0.9665349108484134
83,0.9648,0.9726714567709082
84,0.9686,0.9786810161340153
85,0.973,0.9845654013453834
86,0.976,0.9903264369271824
87,0.9794,0.9959659575892299
88,0.9818,1.0
89,0.9838,1.0
90,0.988,1.0
91,0.99,1.0
92,0.9926,1.0
93,0.9942,1.0
94,0.9948,1.0
95,0.9962,1.0
96,0.9978,1.0
97,0.9988,1.0
98,0.9996,1.0
99,1.0,1.0
100,1.0,1.0
