x,actual_cdf,predicted_cdf
0,0.0192,0.004266734703530561
1,0.0236,0.013165290283031483
2,0.029,0.022122482875033378
3,0.0344,0.03113749518154596
4,0.0386,0.040209485174222515
5,0.0452,0.04933758614230965
6,0.0516,0.05852090676225158
7,0.0604,0.0677585311895173
8,0.0672,0.07704951917318886
9,0.0758,0.08639290619382106
10,0.0826,0.09578770362504263
11,0.091,0.10523289891933837
12,0.0994,0.11472745581840726
13,0.1114,0.12427031458845464
14,0.1232,0.13386039228073196
15,0.1356,0.1434965830175914
16,0.1488,0.15317775830427766
17,0.1612,0.16290276736662726
18,0.1724,0.17267043751480032
19,0.1872,0.1824795745331132
20,0.1992,0.19232896309598815
21,0.2114,0.20221736720998482
22,0.2238,0.21214353068181913
23,0.236,0.22210617761222237
24,0.2436,0.23210401291543092
25,0.2526,0.24213572286405
26,0.264,0.2521999756589637
27,0.2724,0.2622954220239179
28,0.2792,0.27242069582433787
29,0.2878,0.28257441470988814
30,0.2986,0.29275518078022356
31,0.3086,0.3029615812733259
32,0.3174,0.3131921892757641
33,0.3262,0.3234455644541619
34,0.335,0.3337202538071046
35,0.3446,0.34401479243666416
36,0.3564,0.3543277043386707
37,0.3664,0.3646575032108135
38,0.373,0.3750026932776071
39,0.3826,0.3853617701312101
40,0.3918,0.39573322158704866
41,0.4018,0.40611552855315464
42,0.412,0.4165071659120897
43,0.4216,0.4269066034142923
44,0.4336,0.43731230658166176
45,0.4442,0.4477227376201497
46,0.4544,0.45813635634012007
47,0.4668,0.4685516210832028
48,0.4794,0.4789669896543599
49,0.488,0.48938092025785385
50,0.499,0.4997918724358081
51,0.5098,0.5101983080080306
52,0.5214,0.5205986920117711
53,0.5328,0.5309914936400795
54,0.5428,0.5413751871774306
55,0.5516,0.5517482529312898
56,0.5626,0.562109178158297
57,0.5752,0.5724564579837621
58,0.5856,0.5827885963131734
59,0.5948,0.5931041067344434
60,0.6052,0.6034015134096369
61,0.6166,0.6136793519549414
62,0.6254,0.6239361703076801
63,0.6352,0.6341705295791851
64,0.6452,0.6443810048923875
65,0.655,0.6545661862030119
66,0.6674,0.6647246791033034
67,0.6762,0.6748551056072523
68,0.686,0.6849561049163253
69,0.6946,0.6950263341647511
70,0.7032,0.7050644691434638
71,0.7124,0.7150692050018401
72,0.7202,0.725039256926435
73,0.7286,0.7349733607959485
74,0.7386,0.7448702738117257
75,0.749,0.7547287751031374
76,0.7602,0.7645476663072408
77,0.7706,0.7743257721221786
78,0.7838,0.7840619408338246
79,0.7952,0.7937550448152432
80,0.8092,0.8034039809985847
81,0.8196,0.8130076713190898
82,0.8326,0.8225650631309388
83,0.8444,0.8320751295947273
84,0.8578,0.8415368700364152
85,0.868,0.8509493102776395
86,0.8778,0.8603115029373412
87,0.8904,0.8696225277047045
88,0.9038,0.878881491583466
89,0.9136,0.8880875291076857
90,0.9268,0.8972398025291428
91,0.9344,0.9063375019765432
92,0.945,0.9153798455867919
93,0.9526,0.9243660796086142
94,0.9594,0.9332954784788619
95,0.9644,0.9421673448718721
96,0.9688,0.9509810097222968
97,0.9762,0.9597358322218512
98,0.982,0.9684311997904653
99,0.9858,0.9770665280223598
100,1.0,0.985641260607599
